NAME,QTY
Карта памяти Micro SD Card PATRIOT 32GB PSF32GMDC10 LX Series UHS-I (Class 10),3
Карта памяти Micro SD Card PATRIOT 512GB PEF512GEP31MCX EP SDXC V30 (Class 10),14
Карта памяти Micro SD Card PATRIOT 64GB PEF64GEP31MCX EP SDXC V30 (Class 10),4
Карта памяти Micro SD Card PATRIOT 64GB PSF64GMDC10 LX Series UHS-I (Class 10),16
Карта памяти Micro SD Samsung EVO Plus 64GB MB-MC64KA/EU (Class 10),1
"Карта памяти Micro SD Samsung EVO Plus 64GB MB-MC64SA/EU (w/Adapter, Class 10)",1
"Карта памяти SD Card Kingston 256GB Canvas Select Plus (SDXC, UHS-I, Class 10)",1
"Карта памяти SD Card Kingston 512GB Canvas Select Plus (SDXC, UHS-I, Class 10)",1
Карта памяти SD Card PATRIOT 16GB PIF16GSHC10 INSTA UHS-I (Class 10),1
"Карт-ридер Acorp CRIP200-B (USB 2.0, Internal, Black)",3
"Карт-ридер Rocketek ID Card Reader (USB 2.0, Black)",2
"Карт-ридер Ugreen 30333 (USB 3.0, TF/SD/MS/CF 3.0, 50cm, Black)",8
"Карт-ридер Ugreen 35622 (USB-C, TF/SD/MS, Black)",5
"Карт-ридер Ugreen 45167 (2xUSB 3.0, TF/SD/MS, Black)",2
"Карт-ридер Ugreen 50541 (USB 3.0, TF/SD/MS/CF)",5
"Карт-ридер Ugreen 60722 (USB 3.0, TF/SD)",7
"Карт-ридер Ugreen 80798 (USB-C, TF/SD/USB 2.0, Black)",1
"Картридж HP 305XL 3YM63AE (Color, 200pages, 5ml, For DeskJet 2320/2710/2720)",1
"Клавиатура A4 Bloody Q100 (Multimedia, Gaming, Black, USB)",2
"Клавиатура A4Tech Bloody B120N (Multimedia, Gaming, Black, USB)",2
"Клавиатура A4Tech Bloody B150N (Gaming, Backlight, Black, USB)",2
"Клавиатура A4Tech Bloody B314 (Multimedia, Gaming, Black, USB)",2
"Клавиатура CrownMicro CMGK-902, Gaming (USB)",1
Клавиатура CrownMicro CMK-157T (USB),7
Клавиатура CrownMicro CMK-F02B (USB),5
"Клавиатура Fury NFU-1697 SkyRaider, Backlight, Gaming (USB, US Layout)",1
"Клавиатура Genesis NKG-0939 RHOD 110, Backlight, Gaming (USB, US LAYOUT)",1
"Клавиатура Genesis NKG-1419 LITH 400 RGB X-SCISSOR SLIM, Backlight, Gaming (USB)",1
"Клавиатура Genesis NKG-1528 RHOD 300 RGB, Backlight, Gaming (USB, US LAYOUT)",1
"Клавиатура Genesis NKG-1727 RHOD 350 RGB, Backlight, Gaming (USB, US Layout)",1
"Клавиатура Genesis NKG-1877 THOR 303 RGB, Backlight, Mechanical, Gaming (USB, US Layout)",2
"Клавиатура Genesis NKG-2071 THOR 404 TKL RGB, Backlight, Mechanical, Gaming (USB, US Layout)",1
"Клавиатура Genesis NKG-2081 THOR 230 TKL RGB, Backlight, Mechanical, Gaming (USB, US Layout)",2
"Клавиатура Logitech G413 TKL SE, Gaming, Mechanical (USB, Black)",3
"Клавиатура Logitech K120, (USB, Black)",21
"Клавиатура MSI VIGOR GK20 (Gaming, Black, USB)",1
"Клавиатура Oklick 305M (White, Multimedia, USB)",1
"Клавиатура Oklick 505M (White, Slim, USB)",2
"Клавиатура Razer Ornata V3 X (Gaming, Black, USB)",1
"Клавиатура SVEN KB-G8800 (Gaming, RGB)",1
"Клавиатура SVEN KB-G9300 (Gaming, RGB, 20xFn keys)",2
"Клавиатура SVEN KB-G9400 (Gaming, RGB)",1
"Клавиатура SVEN KB-G9500 Gaming (Mechanical, Blue switches, USB, Black)",1
"Клавиатура SVEN KB-G9700 Gaming (Mechanical, Red switches, USB, Black)",1
"Клавиатура SVEN KB-S300 (USB, White)",3
"Клавиатура SVEN Standard 301 (USB, Black)",8
"Клавиатура беспроводная A4Tech Fstyler FBK11 Slim (2.4GHz/Bluetooth, White, USB)",2
"Клавиатура беспроводная A4Tech Fstyler FBK25 Slim (2.4GHz/Bluetooth, Multimedia, Black, USB)",2
"Клавиатура беспроводная Genesis NKG-1844 THOR 660 RGB, Backlight, Mechanical, Gaming (USB, US Layout)",2
"Клавиатура беспроводная Logitech K380 Multi-Device (Bluetooth, US/RU Layout, Dark Grey)",1
"Клавиатура беспроводная Logitech K380S (Bluetooth, Tonal Graphite)",1
"Клавиатура беспроводная Logitech K580 Multi-Device (2.4GHz/Bluetooth, USB, Graphite, US/Arabic Layout)",2
"Клавиатура беспроводная Logitech K780 Multi-Device (2.4GHz/Bluetooth, USB, Dark Grey/Speckled White, US/RU Layout)",2
Клавиатура беспроводная Oklick 880S (USB),1
"Клавиатура беспроводная Oklick K225W (White, Multimedia, USB)",1
Клавиатура беспроводная SVEN KB-C2300W (Black),2
"Клавиатура+Мышь Genius SlimStar C126 (Black, USB)",1
"Клавиатура+Мышь Genius Smart KM-160 (Black, USB)",3
"Клавиатура+Мышь Genius Smart KM-200 (Black, USB)",1
"Клавиатура+Мышь SVEN GS-9100 Gaming (12xFn keys, 1600DPI, RGB, Black, USB)",1
"Клавиатура+Мышь Ugreen 90561 (Black, USB)",5
"Клавиатура+мышь беспроводные A4Tech Fstyler FG1010 (Multimedia, White, USB)",2
"Клавиатура+Мышь беспроводные Genius Smart KM-8101 (USB, black)",9
Клавиатура+Мышь беспроводные Logitech MK235 (USB),1
"Клавиатура+Мышь беспроводные Logitech MK270 (US Layout, USB)",5
Клавиатура+Мышь беспроводные Logitech MK270 (USB),2
"Клавиатура+Мышь беспроводные Logitech MK370 (US-Layout, Bluetooth, Graphite, USB)",1
"Клавиатура+Мышь беспроводные Logitech MK650 Signature (US-Layout, Bluetooth, Graphite, USB)",1
"Клавиатура+Мышь+Наушники+Коврик Fury NFU-1676 (Thunderstreak 2.0, RGB, Black, USB)",3
"Коврик для мыши CrownMicro CMGMP-01 (350x250x4, RGB, USB)",7
"Коврик для мыши Fury NFU-1930 CHALLENGER XXL, Gaming (800x400mm, Black)",5
"Коврик для мыши Gembird MP-GAME-M, Gaming (350x250mm)",13
"Коврик для мыши Genesis NPG-0658 CARBON 500 M LOGO, Gaming (300x250mm)",3
"Коврик для мыши Genesis NPG-0659 CARBON 500 L LOGO, Gaming (400x330mm)",1
"Коврик для мыши Genesis NPG-0732 CARBON 500 M FIRE, Gaming (300x250mm)",1
"Коврик для мыши Genesis NPG-1859 CARBON 400 M LOGO, Gaming (350x250mm)",1
Коврик для мыши Genesis NPG-1932 POLON 200 XL (500x400mm),2
"Коврик для мыши Natec NPO-1456 Science Maxi, Gaming (800x400mm)",2
Коврик для мыши Natec NPO-1457 Discoveries Maxi (800x400mm),1
"Коврик для мыши Natec NPO-2085 Colors series (Obsidian Black, 300x250mm)",9
"Коврик для мыши NATEC NPO-2243 World Deep Blue, Gaming (800x400mm)",2
Коврик для мыши Natec NPP-2045 Evapad Black (235x205mm),22
"Коврик для мыши SVEN MP-G01S Soldier (Gaming, 230x200x2mm)",1
Коврик для мыши Ugreen 25245 (Ergonomic with wrist support),5
Колонки CrownMicro 2.0 CMS-601 (6W),5
"Колонки Genesis NCS-1408 HELIUM 610 2.1 Gaming (Bluetooth, 60W)",1
"Колонки Genesis NCS-1772 HELIUM 800BT 2.1 Gaming (Bluetooth, 60W)",1
Колонки Genius SP-HF280 Wood,1
Колонки Genius SP-HF380BT Wood,2
"Колонки Genius SW-2.1 1000 (2.1, Black)",1
"Колонки Genius SW-2.1 2000 (2.1, Black)",1
"Колонки Logitech 2.0 Z150 (Black, USB)",2
"Колонки Logitech 2.0 Z150 (White, USB)",1
"Колонки Logitech Z533 (2.1, Black)",1
"Колонки Logitech Z623 (2.1, THX 200W, Black)",1
"Колонки Oklick 2.1 OK-420 (11W, Black)",1
"Колонки SVEN 312 (2.0, 2x2W, USB, Black)",2
"Колонки SVEN SPS-575 (2.0, 2x3W, USB, Black)",1
Колонки Touchmate SP480P,2
Колонки Touchmate SP750,1
"Коммуникатор 10port 10/100/1000 TP-Link TL-SG1210MPE (8POE+, 1SFP)",1
Коммуникатор 16port 10/100/1000 TP-Link TL-SG116E,2
"Коммуникатор 16port 10/100/1000 TP-Link TL-SG2218 (16G, 2xSFP)",1
Коммуникатор 24port 10/100 TP-Link TL-SF1024D,1
Коммуникатор 24port 10/100/1000 TP-Link TL-SG1024,2
Коммуникатор 24port 10/100/1000 TP-Link TL-SG1024D,1
Коммуникатор 26port 10/100/1000 D-Link DGS-1210-26 M RM,1
Коммуникатор 5port 10/100 TP-Link LS1005,3
"Коммуникатор 5port 10/100/1000 D-Link DGS-1100-06/ME/A1B (1xSFP, 5x10/100/1000)",1
Коммуникатор 8port 10/100 TP-Link TL-LS1008,41
Коммуникатор 8port 10/100 TP-Link TL-SF1008D (Plastic),5
Коммуникатор 8port 10/100/1000 TP-Link TL-SG1008P,2
Коммуникатор 8port 10/100/1000 TP-Link TL-SG2008,1
Коммуникатор 8port 10/100/1000 TP-Link TL-SG2008P,1
Коммуникатор 8port 10/100/1000 TP-Link TL-SG3210,2
Коммуникатор Lightwave LW-HUB-A104-4 (USB Type-A to 4xUSB 2.0 Type-A),4
Коммуникатор Lightwave LW-HUB-C304-4 (USB Type-C to 1xUSB 3.0/2xUSB 2.0 Type-A/1xType-C Ports),4
"Коммуникатор USB-HUB Natec Mantis 2 (4port, USB 3.0, AC adapter)",3
"Коммуникатор USB-HUB Natec MAYFLY (4port, USB-C 3.0, USB-A adapter)",3
"Коммуникатор USB-HUB Natec SILKWORM (4port, USB-C 3.0, Black)",4
"Компьютер CS A4100-4120 (Ryzen 3 4100, 4GB RAM, 120GB SSD, 2GB GT610, 500W)",1
"Компьютер CS I10100-4120 (i3 10105, 4GB RAM, 120GB SSD, 500W)",1
"Компьютер LED Design Advanced R5-162401-3050 (R5, 16GB RAM, 240GB SSD, 1TB HDD, RTX3050)",1
"Компьютер LED Design Basic I5-82561 (I5, 8GB RAM, 256GB SSD, 1TB HDD)",1
"Компьютер LED Design Expert R7-162561-3050 (R7, 16GB RAM, 256GB M.2 SSD, 1TB HDD, RTX3050)",1
"Компьютер LED Design Starter I5-162401 (I5, 16GB RAM, 240GB SSD, 1TB HDD)",1
"Компьютер LED Develop Advanced I5-82401-D (I5, 8GB RAM, 240GB SSD, 1TB HDD, DVD-RW)",1
"Компьютер LED Develop Basic I3-8240 (I3, 8GB RAM, 240GB SSD)",1
"Компьютер LED Develop Expert I5-162561-D (I5, 16GB RAM, 256GB M.2 SSD, 1TB HDD, DVD-RW)",1
"Компьютер LED Develop Starter I3-82401-D (I3, 8GB RAM, 240GB SSD, 1TB HDD, DVD-RW)",1
"Компьютер LED GFirst Advanced R5-162401 (Ryzen 5, 16GB RAM, 480GB SSD, 1TB HDD, Vega)",1
"Компьютер LED GFirst Basic R3-82401 (Ryzen 3, 8GB RAM, 240GB SSD, 1TB HDD)",1
"Компьютер LED GFirst Cyber I7-162561-1650 (I7, 16GB RAM, 256GB M.2 SSD, 1TB HDD, RTX3050)",1
"Компьютер LED GFirst Expert R7-162561-1650 (Ryzen 7, 16GB RAM, 256GB M.2 SSD, 1TB HDD, RTX3050)",1
"Компьютер LED GFirst Genesis R7-165121-3050 (Ryzen 7, 16GB RAM, 512GB M.2 SSD, 1TB HDD, RTX3050)",1
"Компьютер LED GFirst Infinity R7-325122-3050 (Ryzen 7, 32GB RAM, 512GB M.2 SSD, 2TB HDD, RTX3050)",1
"Компьютер LED GFirst Monster I9-6410002-4070 (I9, 64GB RAM, 1TB M.2 SSD, 2TB HDD, RTX5070)",1
"Компьютер LED GFirst Predator I7-325121-4060 (I7, 32GB RAM, 512GB M.2 SSD, 1TB HDD, RTX4060)",1
"Компьютер LED GFirst Starter R5-82401-GTX750 (Ryzen 5, 8GB RAM, 240GB SSD, 1TB HDD, GTX750)",1
"Компьютер LED GFirst Terminator I7-3210002-3060 (I7, 32GB RAM, 1TB M.2 SSD, 1TB HDD, RTX3060)",1
"Компьютер LED GFirst Touareg R5-325121-4070 (Ryzen 5, 32GB RAM, 512GB M.2 SSD, 1TB HDD, RTX5070)",1
"Компьютер LED GFirst Wave I7-162561-1650 (I7, 16GB RAM, 256GB M.2 SSD, 1TB HDD, RTX3050)",1
"Компьютер LED Home Advanced I5-82401-D (I5, 8GB RAM, 240GB SSD, 1TB HDD, DVD-RW)",1
"Компьютер LED Home Basic P-4120-D (Pentium DualCore, 4GB RAM, 120GB SSD, DVD-RW)",1
"Компьютер LED Home Entry C-4120-D (Pentium Gold, 4GB RAM, 120GB SSD, DVD-RW)",1
"Компьютер LED Home Expert I7-82401-D (I7, 8GB RAM, 240GB SSD, 1TB HDD, DVD-RW)",1
"Компьютер LED Home Starter I3-4240-D (I3, 4GB RAM, 240GB SSD, DVD-RW)",1
"Компьютер LED Home Wave I3-108240-D (I3 10th Gen, 8GB RAM, 240GB SSD, DVD-RW)",1
"Компьютер LED Office Advanced I5-8240 (I5, 8GB RAM, 240GB SSD)",1
"Компьютер LED Office Basic C-8120 (Pentium Gold, 8GB RAM, 120GB SSD)",1
"Компьютер LED Office Entry C-4120 (Pentium Gold, 4GB RAM, 120GB SSD)",1
"Компьютер LED Office Expert I5-82401-D (I5, 8GB RAM, 240GB SSD, DVD-RW)",1
"Компьютер LED Office Starter I3-4120 (I3, 4GB RAM, 120GB SSD)",1
"Компьютер LED Office Wave I3-8120 (I3, 8GB RAM, 120GB SSD, DVD-RW)",1
Конференц-камера Logitech MeetUp Video Conference Camera (960-001102),2
Корпус MidiTower Aerocool ATOMIC Lite-G-BK-V2 WINDOWS w/o black (MidiATX),2
Корпус MidiTower Cooler Master Elite V3 (mATX),1
Корпус MidiTower Coolermaster MasterBox TD300 Mesh w/o black (MidiATX),1
Корпус MidiTower Cougar AirFace RGB w/o black (MidiATX),1
Корпус MidiTower Cougar FV150 RGB w/o black (MidiATX),2
Корпус MidiTower Cougar MX360 RGB w/o black (MidiATX),2
"Корпус MidiTower CrownMicro CMC-GS10B black (mATX, w/o)",1
Корпус MidiTower Deepcool WAVE V2 (MicroATX),1
Корпус MidiTower Formula S1302B w/o black (MidiATX),5
Корпус MidiTower Genesis NPC-1517 IRID 505 V2 Window w/o Black (MidiATX),2
Корпус MidiTower Genesis NPC-1518 IRID 505 V2 ARGB Window w/o Black (MidiATX),1
Корпус MidiTower Genesis NPC-1558 IRID 503 V2 Window w/o Black (MiniATX),1
Корпус MidiTower Genesis NPC-1872 IRID 505 V2 ARGB Window w/o White (MidiATX),1
"Корпус MidiTower Hiper BH34-1 w/o black (MidiATX, ATX)",1
Корпус MidiTower Thermal Master C708 Black (600W),2
Корпус MidiTower ThermalTake Versa H330 TG w/o black (MidiATX),1
Корпус MidiTower Zalman ZM-T3 w/o black (MidiATX),2
Корпус MidiTower Zalman ZM-T4 w/o black (MidiATX),1
Корпус MiniTower Cougar Uniface Mini RGB w/o black (MidiATX),3
"Корпус MiniTower CrownMicro CMC-245-103 black (ITX, 300W)",1
"Корпус MiniTower Deepcool Matrexx 30 (MiniATX, mATX)",1
Корпус MiniTower Deepcool Matrexx 30 SI (MiniATX),3
"Корпус Rack SuperMicro CSE-512F-350B1 black (Rack, 1U, 350W)",1
"Кронштейн для мониторов Arm Media LCD-T52 (15""-32"", Black)",2
"Кронштейн для мониторов LogiLink BP0045 (13""-32"", Black)",1
"Кронштейн для проектора Buro PR07-W (White, Up to 12kg)",1
Кронштейн для проектора Holder PR-104-W (White),1
"Кронштейн для телевизора Arm Media LCD-01 (15''-32'', up to 15kg, Black)",1
Кулер Arctic Alpine 17 CO (S-1700),13
Кулер Arctic Alpine 23 CO (S-AM4/AM5),1
"Кулер Cooler Master Hyper 212 ARGB (Universal socket INTEL/AMD, 27Db, RGB)",2
"Кулер Cooler Master Hyper 212 Black Edition (Universal socket INTEL/AMD, 27Db, RGB)",1
"Кулер Crown CM-5 (Universal socket INTEL/AMD, Copper tubes, TDP up to 187w)",5
"Кулер Crown CM-80 v2 (Universal socket INTEL + S1700/AMD, TDP up to 65w)",7
"Кулер Deepcool AG200 (Universal socket INTEL/AMD, R-AG200-BKNNMN-G)",1
"Кулер Deepcool AG500 (Universal socket INTEL/AMD, 240W)",1
"Кулер Deepcool GAMMAXX AS500 PLUS White (Universal socket INTEL/AMD, TDP up to 220w)",1
Кулер Deepcool GAMMAXX GTE V2 (Universal socket INTEL/AMD),1
"Кулер Deepcool Theta 9 (Socket 1700, PWM, 4-pin, 40.1dB, TDP up to 65w)",1
"Кулер ID-Cooling DK-071 RAINBOW (Socket 1700, PWM, 4-pin, 14.2-25.6dB, TDP up to 125w)",3
"Кулер ID-Cooling DK-19 PWM (Socket 1700, PWM, 4-pin, 14-26dB, TDP up to 95w)",1
"Кулер ID-Cooling Frozn A610 Black (Universal socket INTEL/AMD, PWM, TDP up to 250w)",5
"Кулер ID-Cooling Frozn A620 Black (Universal socket INTEL/AMD, PWM, TDP up to 270w)",2
"Кулер ID-Cooling SE-206-XT (Universal socket INTEL/AMD, PWM, TDP up to 250w)",3
"Кулер ID-Cooling SE-207-XT ADVANCED (Universal socket INTEL/AMD, PWM, TDP up to 280w)",1
"Кулер ID-Cooling SE-207-XT ARGB (Universal socket INTEL/AMD, PWM, TDP up to 280w)",1
"Кулер ID-Cooling SE-226-XT BLACK (Universal socket INTEL/AMD, PWM, TDP up to 250w)",3
"Кулер ID-Cooling SE-903-SD V3 (Universal socket INTEL/AMD, TDP up to 130w)",11
"Кулер Thermaltake UX200 (Universal socket INTEL/AMD, TDP up to 130w)",1
"Кулер Thermaltake UX200 SE ARGB (Universal socket INTEL/AMD, TDP up to 170w, White)",2
Кулер TITAN TTC-NC25TZ,1
Кулер TITAN TTC-NK96TZ/NPW,1
"Кулер Xilence XC129 M403 ARGB (Universal socket INTEL/AMD, TDP up to 150w)",1
"Кулер Zalman CNPS10X Optima II Black RGB (Universal socket INTEL/AMD, RBG, PWM, TDP up to 180w)",1
"Кулер Zalman CNPS10X Performa Black (Universal socket INTEL/AMD, PWM, TDP up to 180w)",2
"Кулер Zalman CNPS9X Performa Black (Universal socket INTEL/AMD, PWM, TDP up to 180w, CNPS9X PERFORMA)",1
"Кулер вентилятор для корпуса CrownMicro CMCF-12025S-1210 (120x120x25, 1500rpm, 35CFM, 20Db, RED Backlight)",3
"Кулер вентилятор для корпуса CrownMicro CMCF-12025S-1213 (120x120x25, 1500rpm, 35CFM, 20Db, ORANGE Backlight)",15
"Кулер вентилятор для корпуса CrownMicro CMCF-14025S-1400 (140x140x25, 800-1300rpm, 56CFM, 27Db)",5
"Кулер вентилятор для корпуса CrownMicro CMCF-8025S-800 (80x80x25, 2000rpm, 40CFM, 28Db)",4
"Кулер вентилятор для корпуса Genesis NGF-2043 Oxal 120 3-Pack (120mm, 1300rpm, 46.1CFM, 22.1Db)",1
"Кулер вентилятор для корпуса ID-Cooling AS-120-ARGB-K TRIO 3-Pack (120x120x25mm, 300-2000rpm, 58CFM, 27.2Db)",4
"Кулер вентилятор для корпуса ID-Cooling ZF-14025-ARGB (140x140x25, 17-37Db, LED)",4
"Кулер для ноутбука CrownMicro CMLC-1101 (up to 17"", Blue backlight, 2xCooler)",1
"Кулер для ноутбука CrownMicro CMLS-130 (up to 19"", Red backlight, 1xCooler)",1
"Кулер для ноутбука CrownMicro CMLS-132 (up to 19"", Green backlight, 1xCooler)",1
"Кулер для ноутбука CrownMicro CMLS-133 (up to 19"", Orange backlight, 1xCooler)",1
"Кулер для ноутбука Genesis NHG-1678 OXID 450 RGB (up to 15.6"", LED Light, 1xUSB, 1xCooler)",1
"Кулер для ноутбука Genesis NHG-2075 OXID 260 (up to 17.3"", LED Light, 2xUSB, 4xCooler)",1
"Кулер для ноутбука Natec NPL-2252 Dipper 2 (up to 17.3"", LED Light, 1xUSB, 1xCooler)",2
"Кулер для ноутбука Natec Oriole NPL-1926 (up to 17.3"", LED Light, 2xUSB, 3xCooler)",1
"Кулер система жидкостного охлаждения Arctic Liquid Freezer III Pro 360 Black (Universal socket INTEL, PWM)",9
Кулер система жидкостного охлаждения Cougar Poseidon Elite ARGB 360 Black (INTEL/AMD),2
Кулер система жидкостного охлаждения ID-Cooling DASHFLOW 360 Basic Black (INTEL/AMD),2
"Кулер система жидкостного охлаждения Thermaltake TH360 ARGB Sync  (Universal socket INTEL, PWM)",1
"Кулер система жидкостного охлаждения Thermaltake TH420 ARGB Sync  (Universal socket INTEL, PWM)",1
"Кулер система жидкостного охлаждения Zalman Reserator5 Z24 Black (Universal socket INTEL, AMD, S1700, AM5, PWM, 37Db)",1
"Кулер/Столик для ноутбука CrownMicro CMLS-100 (up to 17"", 2xCooler, adjustable height, Silver)",1
"Кулер/Столик для ноутбука CrownMicro CMLS-115B (up to 17"", 2xCooler, adjustable height)",1
"Кулер/Столик для ноутбука CrownMicro CMLS-116G (up to 17"", 2xCooler, adjustable height)",1
"Мат. плата Arktek G41 AK-G41M EL (S-775, G41, VGA, 2DDR3, PCI-E, COM, SATA3, LAN)",3
"Мат. плата Arktek H81 AK-H81M EL (S-1150, H81, VGA, HDMI, PCI-E, 2DDR3, PCI, SATA3, GbLAN)",2
"Мат. плата ASUS PRIME A520M-K (S-AM4, A520, VGA, HDMI, 3xPCI-E, 2DDR4, SATAIII RAID, PCI, SATA3, GbLAN)",1
"Мат. плата ASUS PRIME B660M-K D4 (S-1700, B660, VGA, HDMI, 3xPCI-E, 2xDDR4, 2xM.2, SATAIII RAID, PCI, SATA3, GbLAN)",2
"Мат. плата ASUS PRIME B760M-K (S-1700, B760, VGA, HDMI, 2xPCI-E, 2xDDR5, 2xM.2, SATAIII RAID, PCI, SATA3, GbLAN)",17
"Мат. плата ASUS PRIME H310M-R (S-1151v2, H310, VGA, HDMI, PCI-E, 2DDR4, PCI, SATA3, GbLAN)",1
"Мат. плата ASUS PRIME H510M-K (S-1200, H510, VGA, HDMI, PCI-E, 2DDR4, PCI, SATA3, GbLAN)",1
"Мат. плата ASUS PRIME H510M-R R2.0-SI (S-1200, H470, VGA, HDMI, PCI-E, 2DDR4, SATA3, GbLAN)",1
"Мат. плата ASUS PRIME H610M-R D4-SI (S-1700, H610, VGA, HDMI, PCI-E, 2DDR4, M.2, PCI, SATA3, GbLAN)",11
"Мат. плата ASUS PRIME X570-P (S-AM4, X570, HDMI, 2xPCI-E, 4DDR4, SATAIII RAID, PCI, SATA3, GbLAN)",1
"Мат. плата ASUS PRIME Z790M-PLUS (S-1700, Z790, HDMI, DP, 4xPCI-E, 4DDR5, 3xM.2, SATA3, GbLAN)",1
"Мат. плата ASUS ROG STRIX Z790-A GAMING WIFI D4 (S-1700, Z790, HDMI, DP, 4xPCI-E, 4DDR4, 4xM.2, SATA3, Wi-Fi 6e, GbLAN)",1
"Мат. плата ASUS TUF GAMING Z790-BTF WIFI (S-1700, Z790, HDMI, DP, 3xPCI-E, 4DDR5, 4xM.2, SATA3, Wi-Fi 7, GbLAN)",1
"Мат. плата Gigabyte B650M DS3H (S-AM5, B650, HDMI/DP, 2xPCI-E, 4DDR5, 2xM.2, GbLAN)",1
"Мат. плата Gigabyte B850M D3HP (S-AM5, B850, HDMI/2xDP, 2xPCI-E, 4DDR5, 2xM.2, GbLAN)",1
"Мат. плата Gigabyte B850M DS3H (S-AM5, B850, HDMI/2xDP, 2xPCI-E, 4DDR5, 2xM.2, GbLAN)",1
"Мат. плата MSI PRO H510M-B (S-1700, H510, VGA, HDMI, PCI-E, 2DDR4, M.2, SATA3, GbLAN)",1
