NAME,SOLD,COST
Корпус MidiTower ThermalTake Versa H13 w/o black (MidiATX),1,54.62
Корпус MidiTower ThermalTake Versa H24 black (MidiATX),1,58.97
Корпус MiniTower Cougar Uniface Mini RGB w/o black (MidiATX),1,70.77
Крепёж Logitech Mounting Kit for Rally Video Conferencing System (939-001644),1,239.23
Кресло игровое Fury NFF-1710 AVENGER M+ Black/White,1,145.64
Кронштейн для проектора Holder PR-103-W (White),2,15.9
Кронштейн для проектора Holder PR-104-W (White),1,28.97
Кулер Arctic Alpine 17 CO (S-1700),28,10.03
Кулер Arctic Alpine 17 CO (S-1700),2,11.03
"Кулер Crown CM-5 (Universal socket INTEL/AMD, Copper tubes, TDP up to 187w)",1,20.77
"Кулер Deepcool AG200 (Universal socket INTEL/AMD, R-AG200-BKNNMN-G)",1,15.38
"Кулер Deepcool ARCHER BIGPRO (Universal socket INTEL/AMD, 125W, ARCHER.BIGPRO)",1,14.87
"Кулер ID-Cooling Frozn A610 Black (Universal socket INTEL/AMD, PWM, TDP up to 250w)",9,35.13
"Кулер ID-Cooling Frozn A610 Black (Universal socket INTEL/AMD, PWM, TDP up to 250w)",1,39.74
"Кулер ID-Cooling Frozn A620 Black (Universal socket INTEL/AMD, PWM, TDP up to 270w)",7,46.41
"Кулер ID-Cooling Frozn A620 Black (Universal socket INTEL/AMD, PWM, TDP up to 270w)",1,52.82
"Кулер ID-Cooling SE-206-XT (Universal socket INTEL/AMD, PWM, TDP up to 250w)",9,36.32
"Кулер ID-Cooling SE-206-XT (Universal socket INTEL/AMD, PWM, TDP up to 250w)",1,34.62
"Кулер ID-Cooling SE-207-XT ARGB (Universal socket INTEL/AMD, PWM, TDP up to 280w)",1,50.26
"Кулер ID-Cooling SE-224-XTS ARGB (Universal socket INTEL/AMD, PWM, TDP up to 220w)",1,24.1
"Кулер ID-Cooling SE-224-XTS ARGB (Universal socket INTEL/AMD, PWM, TDP up to 220w)",1,30.26
"Кулер ID-Cooling SE-226-XT BLACK (Universal socket INTEL/AMD, PWM, TDP up to 250w)",1,45.64
"Кулер ID-Cooling SE-903-SD V3 (Universal socket INTEL/AMD, TDP up to 130w)",5,11.28
"Кулер ID-Cooling SE-903-SD V3 (Universal socket INTEL/AMD, TDP up to 130w)",2,11.15
"Кулер ID-Cooling SE-903-XT (Universal socket INTEL/AMD, PWM, TDP up to 130w)",1,13.33
"Кулер ID-Cooling SE-903-XT (Universal socket INTEL/AMD, PWM, TDP up to 130w)",1,13.33
"Кулер вентилятор для корпуса CrownMicro CMCF-12025S-1210 (120x120x25, 1500rpm, 35CFM, 20Db, RED Backlight)",3,3.08
"Кулер вентилятор для корпуса CrownMicro CMCF-14025S-1400 (140x140x25, 800-1300rpm, 56CFM, 27Db)",1,3.08
"Кулер вентилятор для корпуса CrownMicro CMCF-14025S-1400 (140x140x25, 800-1300rpm, 56CFM, 27Db)",3,3.33
"Кулер вентилятор для корпуса CrownMicro CMCF-8025S-800 (80x80x25, 2000rpm, 40CFM, 28Db)",2,1.54
"Кулер вентилятор для корпуса Genesis NGF-2043 Oxal 120 3-Pack (120mm, 1300rpm, 46.1CFM, 22.1Db)",9,12.65
"Кулер вентилятор для корпуса ID-Cooling AS-120-ARGB-K TRIO 3-Pack (120x120x25mm, 300-2000rpm, 58CFM, 27.2Db)",2,14.87
"Кулер для ноутбука CrownMicro CMLC-1101 (up to 17"", Blue backlight, 2xCooler)",1,10.77
"Кулер для ноутбука CrownMicro CMLS-130 (up to 19"", Red backlight, 1xCooler)",1,19.74
"Кулер для ноутбука CrownMicro CMLS-133 (up to 19"", Orange backlight, 1xCooler)",1,15.38
"Кулер для ноутбука CrownMicro CMLS-400 (up to 17"", 1xCooler)",1,6.15
"Кулер для ноутбука Genesis NHG-1858 OXID 850 RGB (up to 17.3"", LED Light, 5xCooler)",1,33.59
"Кулер для ноутбука Genesis NHG-2075 OXID 260 (up to 17.3"", LED Light, 2xUSB, 4xCooler)",1,20.51
"Кулер система жидкостного охлаждения Arctic Liquid Freezer III 420 A-RGB Black  (Universal socket INTEL, PWM)",1,130.51
"Кулер система жидкостного охлаждения Arctic Liquid Freezer III Pro 360 Black (Universal socket INTEL, PWM)",5,123.59
Кулер система жидкостного охлаждения Cougar Poseidon Elite ARGB 360 Black (INTEL/AMD),1,95.9
Кулер система жидкостного охлаждения Deepcool LT720 (INTEL/AMD),1,166.67
"Кулер система жидкостного охлаждения Thermaltake TH420 ARGB Sync  (Universal socket INTEL, PWM)",1,146.92
"Кулер/Столик для ноутбука CrownMicro CMLS-100 (up to 17"", 2xCooler, adjustable height, Silver)",1,32.82
"Кулер/Столик для ноутбука CrownMicro CMLS-115B (up to 17"", 2xCooler, adjustable height)",1,18.97
"Кулер/Столик для ноутбука CrownMicro CMLS-116G (up to 17"", 2xCooler, adjustable height)",1,23.08
"Мат. плата Arktek H81 AK-H81M EL (S-1150, H81, VGA, HDMI, PCI-E, 2DDR3, PCI, SATA3, GbLAN)",1,48
"Мат. плата ASUS PRIME A520M-K (S-AM4, A520, VGA, HDMI, 3xPCI-E, 2DDR4, SATAIII RAID, PCI, SATA3, GbLAN)",1,74.87
"Мат. плата ASUS PRIME B660M-K D4 (S-1700, B660, VGA, HDMI, 3xPCI-E, 2xDDR4, 2xM.2, SATAIII RAID, PCI, SATA3, GbLAN)",1,108.97
"Мат. плата ASUS PRIME B760M-A D4-CSM (S-1700, B760, 2xHDMI, DP, 3xPCI-E, 4xDDR4, 2xM.2, SATAIII, PCI, SATA3, GbLAN)",3,120.51
"Мат. плата ASUS PRIME B760M-K (S-1700, B760, VGA, HDMI, 2xPCI-E, 2xDDR5, 2xM.2, SATAIII RAID, PCI, SATA3, GbLAN)",8,119.16
"Мат. плата ASUS PRIME H610M-R D4-SI (S-1700, H610, VGA, HDMI, PCI-E, 2DDR4, M.2, PCI, SATA3, GbLAN)",2,76.92
"Мат. плата ASUS PRIME H610M-R D4-SI (S-1700, H610, VGA, HDMI, PCI-E, 2DDR4, M.2, PCI, SATA3, GbLAN)",4,81.41
"Мат. плата ASUS PRIME H770-PLUS D4 (S-1700, H770, HDMI, DP, 5xPCI-E, 4DDR5, 3xM.2, 4xSATA3, GbLAN)",1,206.92
"Мат. плата ASUS PRIME X870-P WIFI (S-AM5, X870, HDMI, 1xPCI-E 5.0, 3xPCI-E 4.0, 4xDDR5, SATAIII RAID, PCI, SATA3, BT5.4, 2.5GbL",2,300
"Мат. плата ASUS PRIME Z790M-PLUS (S-1700, Z790, HDMI, DP, 4xPCI-E, 4DDR5, 3xM.2, SATA3, GbLAN)",1,215.38
"Мат. плата ASUS PRIME Z790M-PLUS (S-1700, Z790, HDMI, DP, 4xPCI-E, 4DDR5, 3xM.2, SATA3, GbLAN)",5,223.74
"Мат. плата ASUS PRIME Z790M-PLUS (S-1700, Z790, HDMI, DP, 4xPCI-E, 4DDR5, 3xM.2, SATA3, GbLAN)",2,205.9
"Мат. плата ASUS PRIME Z790M-PLUS (S-1700, Z790, HDMI, DP, 4xPCI-E, 4DDR5, 3xM.2, SATA3, GbLAN)",1,200
"Мат. плата ASUS PRIME Z790-P WIFI (S-1700, Z790, HDMI, DP, 5xPCI-E, 4DDR5, 3xM.2, SATA3, GbLAN)",1,262.56
"Мат. плата ASUS PRIME Z790-P WIFI (S-1700, Z790, HDMI, DP, 5xPCI-E, 4DDR5, 3xM.2, SATA3, GbLAN)",1,228.97
"Мат. плата Gigabyte A520M-K V2 (S-AM4, A520, VGA, DVI, HDMI, 3xPCI-E, 2DDR4, SATAIII RAID, M.2, PCI, SATA3, GbLAN)",1,66.67
"Мат. плата Gigabyte B550M DS3H (S-AM4, B550, DVI, HDMI, DP, 3xPCI-E, 4xDDR4, 2xM.2, SATAIII RAID, PCI, SATA3, GbLAN)",1,133.59
"Мат. плата Gigabyte B850M D3HP (S-AM5, B850, HDMI/2xDP, 2xPCI-E, 4DDR5, 2xM.2, GbLAN)",2,193.33
"Мат. плата Gigabyte B850M DS3H (S-AM5, B850, HDMI/2xDP, 2xPCI-E, 4DDR5, 2xM.2, GbLAN)",1,246
"Мат. плата MSI PRO H610M-E DDR4 (S-1700, H610, VGA, HDMI, 2PCI-E, 2DDR4, SATA3, GbLAN)",1,81.03
"Мат. плата MSI PRO H610M-E DDR4 (S-1700, H610, VGA, HDMI, 2PCI-E, 2DDR4, SATA3, GbLAN)",1,75.9
Микрофон Genesis NGM-1377 Radium 400 Studio USB Arm Popfilter (USB),1,55.9
"Модуль памяти DIMM 16GB DDR4 Kingston KVR32N22S8/16 (3200MHz, 1.2v)",1,50
Модуль памяти DIMM 16GB DDR4 PATRIOT PSD416G32002 (3200MHz),10,48.29
Модуль памяти DIMM 16GB DDR4 PATRIOT VIPER Elite II PVE2416G400C0 (4000MHz),2,55.38
Модуль памяти DIMM 16GB DDR4 PATRIOT VIPER Elite II PVE2416G400C0 (4000MHz),2,55.38
Модуль памяти DIMM 16GB DDR5 PATRIOT PSD516G560081 (5600MHz),1,51.79
"Модуль памяти DIMM 32GB DDR4 CRUCIAL CT32G4DFD832A (3200MHz, 1.2v)",5,116.41
"Модуль памяти DIMM 32GB DDR4 Hynix HMAA4GU6MJR8N-VKN0 (3200MHz, 1.2v)",1,85.13
Модуль памяти DIMM 32GB DDR4 PATRIOT VIPER Steel PVS432G360C8 (3600MHz),1,113.08
"Модуль памяти DIMM 32GB DDR4 PATRIOT VIPER Steel PVS432G360C8K (2x16GB, 3600MHz)",2,117.69
Модуль памяти DIMM 32GB DDR4 Samsung M378A4G43AB2-CWE (3200MHz),4,101.03
"Модуль памяти DIMM 32GB DDR5 Crucial CT2K16G56C46U5 (2x16GB, 5600MHz)",1,111.28
Модуль памяти DIMM 32GB DDR5 Crucial CT32G48C40U5 (4800MHz),2,120.51
"Модуль памяти DIMM 32GB DDR5 Kingston FURY Beast KF556C40BBK2-32 (2x16GB, 5600MHz)",2,118.97
Модуль памяти DIMM 32GB DDR5 Kingston Fury Beast KF560C30BBEK2-32 (6000MHz),1,164.36
"Модуль памяти DIMM 32GB DDR5 PATRIOT PSD532G4800K (2x16GB, 4800MHz)",1,89.49
"Модуль памяти DIMM 4GB DDR3 PATRIOT PSD34G160081 (PC12800, 1600MHz)",15,8.03
"Модуль памяти DIMM 4GB DDR3 PATRIOT PSD34G160081 (PC12800, 1600MHz)",1,9.23
"Модуль памяти DIMM 4GB DDR4 PATRIOT PSD44G266681 (PC21330, 2666MHz)",4,12.31
"Модуль памяти DIMM 4GB DDR4 PATRIOT PSD44G266681 (PC21330, 2666MHz)",2,13.59
"Модуль памяти DIMM 64GB DDR4 PATRIOT VIPER Steel PVS464G320C6K (2x32GB, 3200MHz)",1,177
"Модуль памяти DIMM 64GB DDR5 Kingston FURY Beast KF556C40BBK2-64 (2x32GB, 5600MHz)",4,223.08
"Модуль памяти DIMM 64GB DDR5 Kingston FURY Beast RGB KF560C36BBEAK2-64 (2x32GB, 6000MHz)",1,302.56
"Модуль памяти DIMM 8GB DDR3 PATRIOT PSD38G16002 (PC12800, 1600MHz)",32,11.59
"Модуль памяти DIMM 8GB DDR3 PATRIOT PSD38G16002 (PC12800, 1600MHz)",8,12.56
"Модуль памяти DIMM 8GB DDR4 CRUCIAL CT8G4DFRA32A (3200MHz, 1.2v)",10,25.13
"Модуль памяти DIMM 8GB DDR4 Kingston KVR32N22S8/8 (3200MHz, 1.2v)",1,25.38
Модуль памяти DIMM 8GB DDR4 PATRIOT PSD48G32002 (3200MHz),6,28.63
Модуль памяти DIMM 8GB DDR4 PATRIOT PSD48G32002 (3200MHz),24,25.42
Модуль памяти DIMM 8GB DDR4 PATRIOT PSD48G320081 (3200MHz),2,23.08
Модуль памяти DIMM 8GB DDR4 PATRIOT PSD48G320081 (3200MHz),1,23.08
"Модуль памяти DIMM 8GB DDR4 Samsung M378A1K43EB2-CWE (3200MHz, 1.2v)",2,31.54
Модуль памяти SODIMM 16GB DDR4 PATRIOT PSD416G320081S (3200MHz),5,45.1
Модуль памяти SODIMM 16GB DDR4 PATRIOT PSD416G320081S (3200MHz),1,45.13
Модуль памяти SODIMM 16GB DDR4 Samsung M471A2K43EB1-CWE (3200MHz),2,50
Модуль памяти SODIMM 16GB DDR4 Samsung M471A2K43EB1-CWE (3200MHz),1,55.9
Модуль памяти SODIMM 16GB DDR5 PATRIOT PSD516G480081S (4800MHz),10,48.21
Модуль памяти SODIMM 32GB DDR4 PATRIOT PSD432G32002S (3200MHz),2,99.23
Модуль памяти SODIMM 32GB DDR4 PATRIOT PSD432G32002S (3200MHz),1,111.54
Модуль памяти SODIMM 32GB DDR5 PATRIOT PSD532G48002S (4800MHz),2,98.21
"Модуль памяти SODIMM 4GB DDR3 PATRIOT PSD34G16002S (1600MHz, 1.5V)",1,8.72
"Модуль памяти SODIMM 8GB DDR3 PATRIOT PSD38G16002S (PC12800, 1600MHz)",3,12.22
"Модуль памяти SODIMM 8GB DDR3 PATRIOT PSD38G1600L2S SL (1600MHz, 1.35V)",2,11.79
Модуль памяти SODIMM 8GB DDR4 PATRIOT PSD48G320081S (3200MHz),4,26.11
Модуль памяти SODIMM 8GB DDR4 PATRIOT PSD48G320081S (3200MHz),2,25.64
"Монитор LED 24"" AOC 24B20JH2 (FHD IPS, 100Hz, 1ms, VGA/HDMI)",2,103.08
"Монитор LED 24"" Dell P2423 (FHD, IPS, 8ms, 16:10, HDMI/DP/DVI/VGA/USB 3.2 Gen 1 hub, Black/Silver)",2,225
"Монитор LED 24"" Dell P2425H (Full HD, IPS, 100Hz, 5ms, HDMI/VGA/DP/USB-C)",1,209.49
"Монитор LED 24"" LG 24BN550Y-B (IPS, 1920x1080, 5000000:1, 5ms, DVI/HDMI)",1,150
"Монитор LED 24"" LG 24M38A-B (FHD, 5ms, VGA)",1,84.1
"Монитор LED 24"" LG 24M38A-B (FHD, 5ms, VGA)",1,80
"Монитор LED 24"" LG 24MR400 (FHD IPS, 100Hz, 5ms, sRGB 99%, AMD FreeSync, VGA/HDMI)",2,108.72
"Монитор LED 24"" LG 24MR400 (FHD IPS, 100Hz, 5ms, sRGB 99%, AMD FreeSync, VGA/HDMI)",4,113.14
"Монитор LED 24"" Samsung LS24C310EAEXXS (IPS, Full HD, 5ms, 75Hz, AMD FreeSync, VGA/HDMI, Black)",1,111.03
"Монитор LED 27"" AOC 27B2DA (IPS, 4ms, VGA/DVI/HDMI, Black)",2,176.92
"Монитор LED 27"" AOC Gaming 27G2SAE/BK (VA, 1920x1080, 165Hz, 80000000:1, 1ms, 2xHDMI/DP, Speakers)",1,208.97
"Монитор LED 27"" AOC Gaming 27G2SAE/BK (VA, 1920x1080, 165Hz, 80000000:1, 1ms, 2xHDMI/DP, Speakers)",2,219.74
"Монитор LED 27"" AOC Gaming CQ27G2S/BK (2K VA Curved, 2560x1440, 165Hz, 4000:1, 4ms, HDR10, 2xHDMI/DP)",2,261.79
"Монитор LED 27"" AOC Gaming Q27G2E/BK (2K VA, 2560x1440, 155hz, 3000:1, 1ms, 2HDMI//DP, Black/Red)",1,252.31
"Монитор LED 27"" AOC Gaming Q27G2U/BK (2K VA, 2560x1440, 155hz, 3000:1, 1ms, 2HDMI//DP/4xUSB, Black/Red)",1,294.87
"Монитор LED 27"" Dell P2722H (27"", IPS, 8ms, VGA/HDMI/DP/USB, Black)",4,207.56
"Монитор LED 27"" HP E27 G5 (FHD IPS, 75Hz, 5ms, HDMI/DP/USB, HAS Pivot, Black)",1,204
"Монитор LED 27"" HP P27h G5 (FHD IPS, 75Hz, 5ms, VGA/HDMI/DP, Black)",5,164.1
"Монитор LED 27"" LG 27BN65YP-B (IPS, 1920x1080, 5000000:1, 5ms, DVI/HDMI/DP/USB, Pivot, Speaker)",1,210.26
"Монитор LED 27"" LG 27MR400-B (FHD IPS, 100Hz, 5ms, sRGB 99%, AMD FreeSync, VGA/HDMI)",4,121.79
"Монитор LED 27"" LG 27MR400-B (FHD IPS, 100Hz, 5ms, sRGB 99%, AMD FreeSync, VGA/HDMI)",4,130.9
"Монитор LED 27"" LG 27UP850K-W (4K IPS, 3840x2160, 1200:1, 5ms, HDR10, 2xHDMI/DP, USB-C, Speakers, White)",5,406.1
"Монитор LED 27"" Philips 271V8B (IPS, 16:9, 1920x1080, 100Hz, 1300:1, 4ms, VGA/HDMI)",1,127.44
"Монитор LED 27"" Samsung Odyssey G5 Gaming G55C S27CG554EU (2K VA Curved, 2560x1440, 165Hz, 1000:1, 1ms, FreeSync Premium, HDR10",1,251.54
"Монитор LED 27"" Samsung Odyssey G5 Gaming G55C S27CG554EU (2K VA Curved, 2560x1440, 165Hz, 1000:1, 1ms, FreeSync Premium, HDR10",1,270.77
"Монитор LED 27"" Samsung ViewFinity S7 S70D LS27D700EAU (4K IPS, 3480x2160, 1000:1, 5ms, HDR10, HDMI/DP)",1,261.03
"Монитор LED 32"" ASUS PA329CV (IPS, 3840x2160 UHD, 60Hz, HDR 400, 5000000:1, 5ms, 2xHDMI/DP/USB-C, Speakers)",3,1015.38
"Монитор LED 32"" LG 32UP55NP-W (4K VA, 3840x2160, 3000:1, 4ms, HDR10, 2xHDMI/DP/USB-C, Speakers, White)",3,431.03
"Монитор LED 32"" LG 32UP55NP-W (4K VA, 3840x2160, 3000:1, 4ms, HDR10, 2xHDMI/DP/USB-C, Speakers, White)",1,431.03
"Моноблок Acer Aspire C24-1300 23.8"" (IPS FHD, Ryzen 5 7520U, 8GB DDR4, 512GB SSD, Radeon 610M Graphics, Black)",1,519.5
"Моноблок Intel NUC Wallstreet RNUC12WSKl500002I (Core i5-1240P, 2xSODIMM DDR4, M.2 NVMe, DP/HDMI, GbLAN, WiFi+BT, 7.1 Sound, EU",3,510
"Мышь CrownMicro CMGM-902, Gaming (6xButtons, 7200dpi, 1000Hz, Backlight, USB)",1,13.08
"Мышь CrownMicro CMM-128 (3button, 1000dpi, 1.8m, Black, USB)",100,1.28
"Мышь Fury NFU-1198 Brawler Gaming (1600DPI, USB, Optical)",1,3.85
"Мышь Fury NFU-1698 Hustler Gaming (6400DPI, RGB, USB, Optical)",1,15.13
"Мышь Genesis NMG-1162 XENON 750, Gaming (10200Dpi, RGB, USB)",1,35.38
"Мышь Genesis NMG-1321 ZIRCON 330, Gaming (USB)",1,19.23
"Мышь Genesis NMG-1640 Krypton 510 Gaming (7200DPI, USB, Optical)",1,18.72
"Мышь Genesis NMG-1680 KRYPTON 550, Gaming, Black, RGB (8000DPI, USB)",1,14.87
"Мышь Genesis NMG-1713 KRYPTON 200, Gaming (6400Dpi, RGB, USB)",1,12.05
"Мышь Genesis NMG-1770 KRYPTON 220, Gaming (6400Dpi, RGB, USB)",6,16.15
"Мышь Genesis NMG-1770 KRYPTON 220, Gaming (6400Dpi, RGB, USB)",3,15.64
"Мышь Genesis NMG-2113 Zircon 500 Gaming (10000DPI, USB)",1,25.9
"Мышь Genius NetScroll 100 V2 (USB, Black)",1,6.15
Мышь Genius Xscroll V3 (USB),1,5.13
"Мышь Logitech G102 LIGHTSYNC (5 Button, 8000dpi, Gaming, USB, Black)",1,27.95
"Мышь Logitech G102 LIGHTSYNC (5 Button, 8000dpi, Gaming, USB, Black)",3,25.13
"Мышь Logitech G502 HERO (Gaming, USB, Black)",1,59.74
"Мышь Logitech M500s Advanced (Laser, USB, Black)",9,27.18
"Мышь Logitech M90 (USB, Black/Dark Gray)",35,5.2
"Мышь Logitech M90 (USB, Black/Dark Gray)",11,6.2
"Мышь MSI Clutch GM08, Gaming (4200dpi, Black, USB)",2,20.26
"Мышь Razer DeathAdder Essential (5button, 6400dpi, Black, USB)",1,34.1
"Мышь Razer DeathAdder Essential (Gaming, USB, Black)",2,27.31
"Мышь SVEN RX-112 (USB, Black)",6,2.5
"Мышь SVEN RX-112 (USB, Black)",7,2.45
"Мышь SVEN RX-30 (USB, Black)",227,1.79
"Мышь SVEN RX-30 (USB, Black)",14,2
"Мышь SVEN RX-70 Gaming (1200DPI, RGB, 1.5m, Black)",5,3.1
"Мышь SVEN RX-90 (1000 DPI, USB, Black)",25,2.31
"Мышь SVEN RX-G815 Gaming (6+1 keys, 8000DPI, SoftTouch, RGB)",1,12.31
"Мышь беспроводная CrownMicro CMM-930W (USB, Black)",12,4.49
"Мышь беспроводная Genesis NMG-2192 ZIRCON 660, Gaming (12000DPI, USB, White)",1,35.13
"Мышь беспроводная Genius Ergo 8200S (USB, Gray)",5,11.28
"Мышь беспроводная Logitech G502 Lightspeed (Gaming, USB, Black)",1,117.69
"Мышь беспроводная Logitech M171 (USB, Black)",17,12.22
"Мышь беспроводная Logitech M171 (USB, Black)",55,10.42
"Мышь беспроводная Logitech M185 (USB, Swift Gray)",1,13.85
"Мышь беспроводная Logitech M190 (USB, Grey)",1,14.1
"Мышь беспроводная Logitech M190 (USB, Grey)",3,12.82
"Мышь беспроводная Logitech M220 Silent (USB, Dark/Gray)",2,18.59
"Мышь беспроводная Logitech M235 (USB, Black/Gray)",3,31.54
"Мышь беспроводная Logitech M510 (USB, Black)",1,40.51
"Мышь беспроводная Logitech Signature M650 (USB, Graphite)",1,34.62
Мышь беспроводная Philips SPK7307B/00,19,9.35
Мышь беспроводная Philips SPK7307B/00,5,9.49
"Накопитель SSD 120GB PATRIOT PBE120GS25SSDR (2.5"", SATA3, TLC 3D, 450/320Mbps)",67,12.32
"Накопитель SSD 120GB PATRIOT PBE120GS25SSDR (2.5"", SATA3, TLC 3D, 450/320Mbps)",11,12.58
"Накопитель SSD 128GB PATRIOT P220S128G25 P220 (2.5"", SATA3, TLC 3D, 550/480Mbps)",6,13.81
"Накопитель SSD 128GB PATRIOT P220S128G25 P220 (2.5"", SATA3, TLC 3D, 550/480Mbps)",5,13.59
"Накопитель SSD 1TB Crucial BX500 2.5"", SATA3, 3D, 540/500Mbps)",1,76.41
"Накопитель SSD 1TB PATRIOT P220S1TB25 P220 (2.5"", SATA3, TLC 3D, 550/500Mbps)",3,62.48
"Накопитель SSD 1TB SAMSUNG EVO 870 MZ-77E1T0B/EU (2.5"", SATA3, TLC 3D, 560/530Mbps)",1,114.62
"Накопитель SSD 1TB SAMSUNG EVO 870 MZ-77E1T0B/EU (2.5"", SATA3, TLC 3D, 560/530Mbps)",2,114.1
"Накопитель SSD 240GB CRUCIAL CT240BX500SSD1 (2.5"", SATA3, TLC 3D, 540/500Mbps)",9,22.17
"Накопитель SSD 240GB CRUCIAL CT240BX500SSD1 (2.5"", SATA3, TLC 3D, 540/500Mbps)",4,22.69
Накопитель SSD 240GB Kingston SA400S37/240G,1,35.9
